Sensor Alias,Gateway Alias,Variable,Statistic,Value
sensor09,gatewayA,Bandwidth (Hz),count,121946.0
sensor09,gatewayA,Frequency (Hz),count,121946.0
sensor09,gatewayA,Airtime (s),count,121946.0
sensor09,gatewayA,Counter (-),count,121946.0
sensor09,gatewayA,# Receiving Gateways (-),count,121946.0
sensor09,gatewayB,RSSI (dBm),mean,-110.42728578481979
sensor09,gatewayB,SNR (dB),mean,-4.784468225463607
sensor09,gatewayB,Spreading Factor (-),mean,7.0392073252839
sensor09,gatewayB,Bandwidth (Hz),mean,125000.0
sensor09,gatewayB,Frequency (Hz),mean,904644723.7308676
sensor09,gatewayB,Airtime (s),mean,0.05902784433771713
sensor09,gatewayB,Counter (-),mean,96954.90524709367
sensor09,gatewayB,# Receiving Gateways (-),mean,1.9464518156111137
sensor09,gatewayB,RSSI (dBm),std,7.604693285373383
sensor09,gatewayB,SNR (dB),std,2.9878834080072103
sensor09,gatewayB,Spreading Factor (-),std,0.21263080451433572
sensor09,gatewayB,Bandwidth (Hz),std,0.0
sensor09,gatewayB,Frequency (Hz),std,440374.7266634418
sensor09,gatewayB,Airtime (s),std,0.011384092453318843
sensor09,gatewayB,Counter (-),std,47217.07583572876
sensor09,gatewayB,# Receiving Gateways (-),std,0.4073696077922195
sensor09,gatewayB,RSSI (dBm),min,-124.0
sensor09,gatewayB,SNR (dB),min,-15.0
sensor09,gatewayB,Spreading Factor (-),min,7.0
sensor09,gatewayB,Bandwidth (Hz),min,125000.0
sensor09,gatewayB,Frequency (Hz),min,903900000.0
sensor09,gatewayB,Airtime (s),min,0.056576
sensor09,gatewayB,Counter (-),min,2.0
sensor09,gatewayB,# Receiving Gateways (-),min,1.0
sensor09,gatewayB,RSSI (dBm),max,-63.0
sensor09,gatewayB,SNR (dB),max,8.0
sensor09,gatewayB,Spreading Factor (-),max,9.0
sensor09,gatewayB,Bandwidth (Hz),max,125000.0
sensor09,gatewayB,Frequency (Hz),max,905300000.0
sensor09,gatewayB,Airtime (s),max,0.205824
sensor09,gatewayB,Counter (-),max,172834.0
sensor09,gatewayB,# Receiving Gateways (-),max,4.0
sensor09,gatewayB,RSSI (dBm),count,44558.0
sensor09,gatewayB,SNR (dB),count,40929.0
sensor09,gatewayB,Spreading Factor (-),count,44558.0
sensor09,gatewayB,Bandwidth (Hz),count,44558.0
sensor09,gatewayB,Frequency (Hz),count,44558.0
sensor09,gatewayB,Airtime (s),count,44558.0
sensor09,gatewayB,Counter (-),count,44558.0
sensor09,gatewayB,# Receiving Gateways (-),count,44558.0
sensor09,gatewayC,RSSI (dBm),mean,-112.62841530054645
sensor09,gatewayC,SNR (dB),mean,-8.8224043715847
sensor09,gatewayC,Spreading Factor (-),mean,7.1530054644808745
sensor09,gatewayC,Bandwidth (Hz),mean,125000.0
sensor09,gatewayC,Frequency (Hz),mean,904385792.3497268
sensor09,gatewayC,Airtime (s),mean,0.06502749726775955
sensor09,gatewayC,Counter (-),mean,84731.38524590163
sensor09,gatewayC,# Receiving Gateways (-),mean,2.4918032786885247
sensor09,gatewayC,RSSI (dBm),std,2.0268502326045423
sensor09,gatewayC,SNR (dB),std,1.459457850318929
sensor09,gatewayC,Spreading Factor (-),std,0.41025115591422984
sensor09,gatewayC,Bandwidth (Hz),std,0.0
sensor09,gatewayC,Frequency (Hz),std,446557.978314247
sensor09,gatewayC,Airtime (s),std,0.022967336230674835
sensor09,gatewayC,Counter (-),std,52718.40600284986
sensor09,gatewayC,# Receiving Gateways (-),std,0.6933646569418361
sensor09,gatewayC,RSSI (dBm),min,-118.0
sensor09,gatewayC,SNR (dB),min,-15.0
sensor09,gatewayC,Spreading Factor (-),min,7.0
sensor09,gatewayC,Bandwidth (Hz),min,125000.0
sensor09,gatewayC,Frequency (Hz),min,903900000.0
sensor09,gatewayC,Airtime (s),min,0.056576
sensor09,gatewayC,Counter (-),min,1661.0
sensor09,gatewayC,# Receiving Gateways (-),min,1.0
sensor09,gatewayC,RSSI (dBm),max,-107.0
sensor09,gatewayC,SNR (dB),max,-4.0
sensor09,gatewayC,Spreading Factor (-),max,9.0
sensor09,gatewayC,Bandwidth (Hz),max,125000.0
sensor09,gatewayC,Frequency (Hz),max,905300000.0
sensor09,gatewayC,Airtime (s),max,0.205824
sensor09,gatewayC,Counter (-),max,168444.0
sensor09,gatewayC,# Receiving Gateways (-),max,4.0
sensor09,gatewayC,RSSI (dBm),count,366.0
sensor09,gatewayC,SNR (dB),count,366.0
sensor09,gatewayC,Spreading Factor (-),count,366.0
sensor09,gatewayC,Bandwidth (Hz),count,366.0
sensor09,gatewayC,Frequency (Hz),count,366.0
sensor09,gatewayC,Airtime (s),count,366.0
sensor09,gatewayC,Counter (-),count,366.0
sensor09,gatewayC,# Receiving Gateways (-),count,366.0
sensor10,gatewayA,RSSI (dBm),mean,-92.10028248587571
sensor10,gatewayA,SNR (dB),mean,10.324156626506024
sensor10,gatewayA,Spreading Factor (-),mean,7.0
sensor10,gatewayA,Bandwidth (Hz),mean,125000.0
sensor10,gatewayA,Frequency (Hz),mean,904600235.4048964
sensor10,gatewayA,Airtime (s),mean,0.056676037664783435
sensor10,gatewayA,Counter (-),mean,179179.64689265538
sensor10,gatewayA,# Receiving Gateways (-),mean,2.032250470809793
sensor10,gatewayA,RSSI (dBm),std,8.04594880212683
sensor10,gatewayA,SNR (dB),std,4.9826431881161435
sensor10,gatewayA,Spreading Factor (-),std,0.0
sensor10,gatewayA,Bandwidth (Hz),std,0.0
sensor10,gatewayA,Frequency (Hz),std,455673.43296749925
sensor10,gatewayA,Airtime (s),std,0.0007087337680906255
sensor10,gatewayA,Counter (-),std,1327.5303046474066
sensor10,gatewayA,# Receiving Gateways (-),std,0.3017029156001385
sensor10,gatewayA,RSSI (dBm),min,-115.0
sensor10,gatewayA,SNR (dB),min,-9.0
sensor10,gatewayA,Spreading Factor (-),min,7.0
sensor10,gatewayA,Bandwidth (Hz),min,125000.0
sensor10,gatewayA,Frequency (Hz),min,903900000.0
sensor10,gatewayA,Airtime (s),min,0.056576
sensor10,gatewayA,Counter (-),min,176754.0
sensor10,gatewayA,# Receiving Gateways (-),min,1.0
sensor10,gatewayA,RSSI (dBm),max,-58.0
sensor10,gatewayA,SNR (dB),max,15.0
sensor10,gatewayA,Spreading Factor (-),max,7.0
sensor10,gatewayA,Bandwidth (Hz),max,125000.0
sensor10,gatewayA,Frequency (Hz),max,905300000.0
sensor10,gatewayA,Airtime (s),max,0.061696
sensor10,gatewayA,Counter (-),max,181508.0
sensor10,gatewayA,# Receiving Gateways (-),max,4.0
sensor10,gatewayA,RSSI (dBm),count,4248.0
sensor10,gatewayA,SNR (dB),count,4150.0
sensor10,gatewayA,Spreading Factor (-),count,4248.0
sensor10,gatewayA,Bandwidth (Hz),count,4248.0
sensor10,gatewayA,Frequency (Hz),count,4248.0
sensor10,gatewayA,Airtime (s),count,4248.0
sensor10,gatewayA,Counter (-),count,4248.0
sensor10,gatewayA,# Receiving Gateways (-),count,4248.0
sensor10,gatewayB,RSSI (dBm),mean,-113.35051546391753
sensor10,gatewayB,SNR (dB),mean,-6.689119170984456
sensor10,gatewayB,Spreading Factor (-),mean,7.0
sensor10,gatewayB,Bandwidth (Hz),mean,125000.0
sensor10,gatewayB,Frequency (Hz),mean,904548453.6082474
sensor10,gatewayB,Airtime (s),mean,0.05676074226804123
sensor10,gatewayB,Counter (-),mean,177317.36082474227
sensor10,gatewayB,# Receiving Gateways (-),mean,2.479381443298969
sensor10,gatewayB,RSSI (dBm),std,4.2415200059529985
sensor10,gatewayB,SNR (dB),std,1.9829640984981656
sensor10,gatewayB,Spreading Factor (-),std,0.0
sensor10,gatewayB,Bandwidth (Hz),std,0.0
sensor10,gatewayB,Frequency (Hz),std,499868.04519142193
sensor10,gatewayB,Airtime (s),std,0.0009573269053444509
sensor10,gatewayB,Counter (-),std,1467.7430150575044
sensor10,gatewayB,# Receiving Gateways (-),std,0.5686887279445324
sensor10,gatewayB,RSSI (dBm),min,-122.0
sensor10,gatewayB,SNR (dB),min,-9.5
sensor10,gatewayB,Spreading Factor (-),min,7.0
sensor10,gatewayB,Bandwidth (Hz),min,125000.0
sensor10,gatewayB,Frequency (Hz),min,903900000.0
sensor10,gatewayB,Airtime (s),min,0.056576
sensor10,gatewayB,Counter (-),min,175996.0
sensor10,gatewayB,# Receiving Gateways (-),min,1.0
sensor10,gatewayB,RSSI (dBm),max,-95.0
sensor10,gatewayB,SNR (dB),max,-1.0
sensor10,gatewayB,Spreading Factor (-),max,7.0
sensor10,gatewayB,Bandwidth (Hz),max,125000.0
sensor10,gatewayB,Frequency (Hz),max,905300000.0
sensor10,gatewayB,Airtime (s),max,0.061696
sensor10,gatewayB,Counter (-),max,181309.0
sensor10,gatewayB,# Receiving Gateways (-),max,4.0
sensor10,gatewayB,RSSI (dBm),count,194.0
sensor10,gatewayB,SNR (dB),count,193.0
sensor10,gatewayB,Spreading Factor (-),count,194.0
sensor10,gatewayB,Bandwidth (Hz),count,194.0
sensor10,gatewayB,Frequency (Hz),count,194.0
sensor10,gatewayB,Airtime (s),count,194.0
sensor10,gatewayB,Counter (-),count,194.0
sensor10,gatewayB,# Receiving Gateways (-),count,194.0
sensor10,gatewayC,RSSI (dBm),mean,-104.93834726090994
sensor10,gatewayC,SNR (dB),mean,4.588962605548854
sensor10,gatewayC,Spreading Factor (-),mean,7.0
sensor10,gatewayC,Bandwidth (Hz),mean,125000.0
sensor10,gatewayC,Frequency (Hz),mean,904597790.1578459
sensor10,gatewayC,Airtime (s),mean,0.05669199628597957
sensor10,gatewayC,Counter (-),mean,178730.21002785515
sensor10,gatewayC,# Receiving Gateways (-),mean,1.8497678737233054
sensor10,gatewayC,RSSI (dBm),std,3.2671859949956374
sensor10,gatewayC,SNR (dB),std,4.201897655405715
sensor10,gatewayC,Spreading Factor (-),std,0.0
sensor10,gatewayC,Bandwidth (Hz),std,0.0
sensor10,gatewayC,Frequency (Hz),std,458513.59249418695
sensor10,gatewayC,Airtime (s),std,0.0007619407163691227
sensor10,gatewayC,Counter (-),std,1607.7432970428454
sensor10,gatewayC,# Receiving Gateways (-),std,0.48173592772063795
sensor10,gatewayC,RSSI (dBm),min,-113.0
sensor10,gatewayC,SNR (dB),min,-9.0
sensor10,gatewayC,Spreading Factor (-),min,7.0
sensor10,gatewayC,Bandwidth (Hz),min,125000.0
sensor10,gatewayC,Frequency (Hz),min,903900000.0
sensor10,gatewayC,Airtime (s),min,0.056576
sensor10,gatewayC,Counter (-),min,175963.0
sensor10,gatewayC,# Receiving Gateways (-),min,1.0
sensor10,gatewayC,RSSI (dBm),max,-91.0
sensor10,gatewayC,SNR (dB),max,15.0
sensor10,gatewayC,Spreading Factor (-),max,7.0
sensor10,gatewayC,Bandwidth (Hz),max,125000.0
sensor10,gatewayC,Frequency (Hz),max,905300000.0
sensor10,gatewayC,Airtime (s),max,0.061696
sensor10,gatewayC,Counter (-),max,181508.0
sensor10,gatewayC,# Receiving Gateways (-),max,4.0
sensor10,gatewayC,RSSI (dBm),count,5385.0
sensor10,gatewayC,SNR (dB),count,4974.0
sensor10,gatewayC,Spreading Factor (-),count,5385.0
sensor10,gatewayC,Bandwidth (Hz),count,5385.0
sensor10,gatewayC,Frequency (Hz),count,5385.0
sensor10,gatewayC,Airtime (s),count,5385.0
sensor10,gatewayC,Counter (-),count,5385.0
sensor10,gatewayC,# Receiving Gateways (-),count,5385.0
